Latitude (decimal degrees):	10.702
Longitude (decimal degrees):	122.562
Elevation (m):	9
Radiation database:	PVGIS-ERA5


Slope: 0 deg. 
Azimuth: 0 deg. 
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20190915:2130,0.0,0.0,-2.97,26.1,4.83,0.0
20190915:2230,39.63,69.45,11.75,26.06,4.83,0.0
20190915:2330,154.02,209.5,26.49,26.54,4.9,0.0
20190916:0030,397.03,504.05,41.21,27.25,5.79,0.0
20190916:0130,473.38,599.1,55.8,28.05,6.83,0.0
20190916:0230,539.49,685.45,69.96,28.54,7.17,0.0
20190916:0330,632.77,806.75,81.29,28.88,7.38,0.0
20190916:0430,678.0,867.2,76.1,29.24,7.79,0.0
20190916:0530,523.4,663.4,62.55,29.34,8.07,0.0
20190916:0630,366.24,463.15,48.09,28.5,7.31,0.0
20190916:0730,273.02,353.55,33.43,28.28,7.24,0.0
20190916:0830,84.5,127.6,18.71,27.97,6.97,0.0
20190916:0930,6.21,25.72,3.97,27.42,6.21,0.0
20190916:1030,0.0,0.0,0.0,26.98,5.86,0.0
20190916:1130,0.0,0.0,0.0,26.76,5.66,0.0
20190916:1230,0.0,0.0,0.0,26.17,5.52,0.0
20190916:1330,0.0,0.0,0.0,25.91,5.52,0.0
20190916:1430,0.0,0.0,0.0,25.7,5.72,0.0
20190916:1530,0.0,0.0,0.0,25.65,5.72,0.0
20190916:1630,0.0,0.0,0.0,25.86,5.24,0.0
20190916:1730,0.0,0.0,0.0,26.01,5.45,0.0
20190916:1830,0.0,0.0,0.0,26.03,5.86,0.0
20190916:1930,0.0,0.0,0.0,26.42,5.86,0.0
20190916:2030,0.0,0.0,0.0,26.51,6.0,0.0
20190916:2130,0.0,0.0,-2.95,26.5,6.28,0.0
20190916:2230,44.8,81.65,11.78,26.38,6.21,0.0
20190916:2330,166.83,225.85,26.51,26.72,6.0,0.0
20190917:0030,360.69,458.15,41.22,27.17,6.21,0.0
20190917:0130,386.98,487.75,55.78,27.85,7.31,0.0
20190917:0230,625.23,790.8,69.89,27.86,7.79,0.0
20190917:0330,555.56,703.65,80.97,28.48,8.55,0.0
20190917:0430,610.98,773.75,75.8,28.59,8.28,0.0
20190917:0530,432.69,542.75,62.34,28.18,8.0,0.0
20190917:0630,307.24,389.5,47.91,27.68,7.72,0.0
20190917:0730,256.3,332.15,33.26,27.65,6.97,0.0
20190917:0830,106.82,159.35,18.54,27.44,6.97,0.0
20190917:0930,5.11,23.64,3.81,26.57,6.14,0.0
20190917:1030,0.0,0.0,0.0,26.08,5.31,0.0
20190917:1130,0.0,0.0,0.0,25.92,5.03,0.0
20190917:1230,0.0,0.0,0.0,25.8,4.69,0.0
20190917:1330,0.0,0.0,0.0,25.85,4.69,0.0
20190917:1430,0.0,0.0,0.0,25.96,4.62,0.0
20190917:1530,0.0,0.0,0.0,26.05,4.97,0.0
20190917:1630,0.0,0.0,0.0,26.14,4.9,0.0
20190917:1730,0.0,0.0,0.0,26.15,4.97,0.0
20190917:1830,0.0,0.0,0.0,26.17,5.03,0.0
20190917:1930,0.0,0.0,0.0,26.13,5.31,0.0
20190917:2030,0.0,0.0,0.0,26.02,5.17,0.0
20190917:2130,0.0,0.0,-2.93,25.99,5.31,0.0
20190917:2230,47.38,80.05,11.8,25.79,5.17,0.0
20190917:2330,141.9,193.95,26.53,26.11,5.66,0.0
20190918:0030,310.41,397.15,41.23,26.89,5.79,0.0
20190918:0130,396.65,501.2,55.77,27.61,6.69,0.0
20190918:0230,516.47,652.35,69.8,27.88,7.24,0.0
20190918:0330,440.05,553.5,80.65,28.5,7.24,0.0
20190918:0430,569.52,720.5,75.49,28.07,7.45,0.0
20190918:0530,470.79,592.75,62.12,28.3,7.79,0.0
20190918:0630,348.96,441.55,47.73,28.24,7.66,0.0
20190918:0730,260.25,337.2,33.1,28.07,7.66,0.0
20190918:0830,131.63,193.1,18.38,27.54,6.9,0.0
20190918:0930,3.06,20.12,3.64,26.55,6.34,0.0
20190918:1030,0.0,0.0,0.0,26.12,5.86,0.0
20190918:1130,0.0,0.0,0.0,25.97,5.17,0.0
20190918:1230,0.0,0.0,0.0,26.05,4.62,0.0
20190918:1330,0.0,0.0,0.0,26.06,4.14,0.0
20190918:1430,0.0,0.0,0.0,25.88,4.34,0.0
20190918:1530,0.0,0.0,0.0,26.01,4.69,0.0
20190918:1630,0.0,0.0,0.0,25.79,4.76,0.0
20190918:1730,0.0,0.0,0.0,25.59,4.41,0.0
20190918:1830,0.0,0.0,0.0,25.29,4.55,0.0
20190918:1930,0.0,0.0,0.0,25.95,4.69,0.0
20190918:2030,0.0,0.0,0.0,25.99,4.62,0.0
20190918:2130,0.0,0.0,-2.91,25.92,4.69,0.0
20190918:2230,61.47,109.85,11.82,25.96,4.76,0.0
20190918:2330,219.41,291.15,26.55,26.43,5.17,0.0
20190919:0030,373.91,475.45,41.24,27.23,5.52,0.0
20190919:0130,507.99,644.3,55.75,27.85,6.0,0.0
20190919:0230,620.82,793.6,69.71,28.17,6.41,0.0
20190919:0330,649.63,833.75,80.32,28.48,6.9,0.0
20190919:0430,621.1,795.45,75.18,28.61,6.97,0.0
20190919:0530,462.34,586.8,61.9,28.67,7.1,0.0
20190919:0630,362.1,461.15,47.55,28.4,6.76,0.0
20190919:0730,235.13,308.0,32.93,27.77,5.59,0.0
20190919:0830,97.97,146.0,18.22,27.43,5.24,0.0
20190919:0930,6.47,23.88,3.48,26.91,4.97,0.0
20190919:1030,0.0,0.0,0.0,25.88,4.34,0.0
20190919:1130,0.0,0.0,0.0,25.57,4.07,0.0
20190919:1230,0.0,0.0,0.0,25.32,4.21,0.0
20190919:1330,0.0,0.0,0.0,25.35,3.93,0.0
20190919:1430,0.0,0.0,0.0,25.43,4.0,0.0
20190919:1530,0.0,0.0,0.0,25.46,3.86,0.0
20190919:1630,0.0,0.0,0.0,25.37,3.79,0.0
20190919:1730,0.0,0.0,0.0,25.27,3.86,0.0
20190919:1830,0.0,0.0,0.0,25.24,3.93,0.0
20190919:1930,0.0,0.0,0.0,25.32,4.21,0.0
20190919:2030,0.0,0.0,0.0,25.35,3.79,0.0
20190919:2130,0.0,0.0,-2.9,25.32,3.79,0.0
20190919:2230,45.62,79.65,11.84,25.45,3.66,0.0
20190919:2330,186.63,250.05,26.57,26.0,4.14,0.0
20190920:0030,370.11,472.95,41.24,26.6,4.83,0.0
20190920:0130,488.32,622.3,55.72,27.51,5.1,0.0
20190920:0230,555.16,708.7,69.61,28.1,5.59,0.0
20190920:0330,561.26,720.2,79.98,28.61,5.66,0.0
20190920:0430,670.04,869.35,74.86,28.87,5.72,0.0
20190920:0530,530.49,680.35,61.68,29.4,5.93,0.0
20190920:0630,505.18,645.9,47.36,29.24,6.0,0.0
20190920:0730,284.09,369.95,32.76,29.25,6.21,0.0
20190920:0830,143.95,212.05,18.05,28.72,5.59,0.0
20190920:0930,5.33,29.0,3.32,28.18,4.83,0.0
20190920:1030,0.0,0.0,0.0,27.43,4.28,0.0
20190920:1130,0.0,0.0,0.0,26.92,4.28,0.0
20190920:1230,0.0,0.0,0.0,26.63,4.14,0.0
20190920:1330,0.0,0.0,0.0,26.36,4.14,0.0
20190920:1430,0.0,0.0,0.0,26.25,4.34,0.0
20190920:1530,0.0,0.0,0.0,26.12,4.28,0.0
20190920:1630,0.0,0.0,0.0,26.07,4.34,0.0
20190920:1730,0.0,0.0,0.0,26.15,4.69,0.0
20190920:1830,0.0,0.0,0.0,26.07,4.41,0.0
20190920:1930,0.0,0.0,0.0,26.31,4.62,0.0
20190920:2030,0.0,0.0,0.0,26.28,4.62,0.0
20190920:2130,0.0,0.0,-2.88,26.25,4.62,0.0
20190920:2230,41.71,71.95,11.86,26.21,4.28,0.0
20190920:2330,176.73,238.1,26.58,26.62,4.28,0.0
20190921:0030,259.5,337.15,41.24,27.35,4.62,0.0
20190921:0130,318.81,411.55,55.69,27.75,5.03,0.0
20190921:0230,446.67,575.15,69.5,28.04,5.31,0.0
20190921:0330,502.05,647.25,79.64,28.59,5.45,0.0
20190921:0430,445.69,571.55,74.54,28.74,5.86,0.0
20190921:0530,338.79,437.95,61.46,28.67,5.93,0.0
20190921:0630,336.97,433.55,47.17,28.59,5.86,0.0
20190921:0730,279.23,363.9,32.58,28.77,6.0,0.0
20190921:0830,119.66,175.35,17.89,28.25,5.17,0.0
20190921:0930,6.54,23.07,3.15,27.65,4.34,0.0
20190921:1030,0.0,0.0,0.0,26.99,3.52,0.0
20190921:1130,0.0,0.0,0.0,26.57,2.9,0.0
20190921:1230,0.0,0.0,0.0,26.37,2.69,0.0
20190921:1330,0.0,0.0,0.0,26.13,2.83,0.0
20190921:1430,0.0,0.0,0.0,25.85,2.76,0.0
20190921:1530,0.0,0.0,0.0,25.59,2.62,0.0
20190921:1630,0.0,0.0,0.0,25.46,2.48,0.0
20190921:1730,0.0,0.0,0.0,25.29,2.41,0.0
20190921:1830,0.0,0.0,0.0,25.18,2.34,0.0
20190921:1930,0.0,0.0,0.0,25.09,2.34,0.0
20190921:2030,0.0,0.0,0.0,25.02,2.34,0.0
20190921:2130,0.0,0.0,-2.86,24.84,2.28,0.0
20190921:2230,76.73,131.95,11.88,24.82,2.28,0.0
20190921:2330,238.93,318.75,26.6,26.34,2.41,0.0
20190922:0030,452.15,582.0,41.24,27.46,3.31,0.0
20190922:0130,541.91,703.15,55.66,28.39,3.45,0.0
20190922:0230,578.07,758.9,69.39,29.16,3.31,0.0
20190922:0330,686.23,911.95,79.29,29.47,3.31,0.0
20190922:0430,686.6,914.55,74.22,29.88,3.38,0.0
20190922:0530,574.49,752.35,61.23,29.88,3.38,0.0
20190922:0630,445.23,577.8,46.98,29.65,3.24,0.0
20190922:0730,281.38,371.2,32.41,29.4,2.9,0.0
20190922:0830,101.03,154.05,17.72,29.03,2.62,0.0
20190922:0930,5.3,29.4,2.99,28.79,1.86,0.0
20190922:1030,0.0,0.0,0.0,27.81,1.17,0.0
20190922:1130,0.0,0.0,0.0,27.16,0.76,0.0
20190922:1230,0.0,0.0,0.0,26.38,1.24,0.0
20190922:1330,0.0,0.0,0.0,25.73,1.52,0.0
20190922:1430,0.0,0.0,0.0,25.42,1.38,0.0
20190922:1530,0.0,0.0,0.0,25.71,1.03,0.0
20190922:1630,0.0,0.0,0.0,25.75,0.97,0.0
20190922:1730,0.0,0.0,0.0,25.21,0.97,0.0
20190922:1830,0.0,0.0,0.0,24.69,0.9,0.0
20190922:1930,0.0,0.0,0.0,25.43,0.9,0.0
20190922:2030,0.0,0.0,0.0,25.75,0.69,0.0
20190922:2130,0.0,0.0,-2.84,25.77,0.76,0.0
20190922:2230,75.69,130.6,11.9,25.32,0.9,0.0
20190922:2330,263.35,353.85,26.61,26.37,0.76,0.0
20190923:0030,446.81,589.2,41.23,27.33,0.83,0.0
20190923:0130,518.24,687.05,55.62,28.17,1.1,0.0
20190923:0230,568.36,762.8,69.26,28.77,1.24,0.0
20190923:0330,551.58,740.8,78.94,29.23,1.1,0.0
20190923:0430,621.98,844.9,73.89,29.6,1.31,0.0
20190923:0530,553.45,739.45,61.0,30.06,1.59,0.0
20190923:0630,438.91,574.65,46.79,29.86,2.34,0.0
20190923:0730,273.23,364.4,32.24,29.84,1.66,0.0
20190923:0830,106.87,161.8,17.56,29.06,2.07,0.0
20190923:0930,3.83,20.43,2.83,28.43,2.07,0.0
20190923:1030,0.0,0.0,0.0,27.86,1.86,0.0
20190923:1130,0.0,0.0,0.0,27.62,1.66,0.0
20190923:1230,0.0,0.0,0.0,27.15,1.86,0.0
20190923:1330,0.0,0.0,0.0,26.44,1.79,0.0
20190923:1430,0.0,0.0,0.0,25.99,2.07,0.0
20190923:1530,0.0,0.0,0.0,25.69,2.14,0.0
20190923:1630,0.0,0.0,0.0,25.55,2.21,0.0
20190923:1730,0.0,0.0,0.0,25.28,2.34,0.0
20190923:1830,0.0,0.0,0.0,25.25,2.48,0.0
20190923:1930,0.0,0.0,0.0,25.3,2.55,0.0
20190923:2030,0.0,0.0,0.0,25.3,2.48,0.0
20190923:2130,0.0,0.0,-2.82,25.27,2.34,0.0
20190923:2230,68.45,115.9,11.91,25.34,2.41,0.0
20190923:2330,257.81,341.95,26.62,26.07,2.69,0.0
20190924:0030,422.78,543.75,41.22,27.12,2.9,0.0
20190924:0130,563.61,734.25,55.57,28.12,2.9,0.0
20190924:0230,614.43,811.2,69.13,28.97,2.69,0.0
20190924:0330,697.24,939.3,78.58,29.48,2.55,0.0
20190924:0430,560.32,738.75,73.56,30.11,2.83,0.0
20190924:0530,536.97,700.5,60.76,29.84,3.59,0.0
20190924:0630,349.81,451.35,46.6,30.01,3.66,0.0
20190924:0730,282.8,372.45,32.06,29.89,3.79,0.0
20190924:0830,137.89,207.5,17.39,29.63,3.59,0.0
20190924:0930,4.37,27.74,2.67,29.13,3.24,0.0
20190924:1030,0.0,0.0,0.0,28.22,3.24,0.0
20190924:1130,0.0,0.0,0.0,27.58,3.59,0.0
20190924:1230,0.0,0.0,0.0,27.13,3.72,0.0
20190924:1330,0.0,0.0,0.0,26.68,3.72,0.0
20190924:1430,0.0,0.0,0.0,26.37,3.72,0.0
20190924:1530,0.0,0.0,0.0,26.11,3.66,0.0
20190924:1630,0.0,0.0,0.0,25.82,3.59,0.0
20190924:1730,0.0,0.0,0.0,25.64,3.38,0.0
20190924:1830,0.0,0.0,0.0,25.4,3.17,0.0
20190924:1930,0.0,0.0,0.0,25.65,3.17,0.0
20190924:2030,0.0,0.0,0.0,25.53,3.38,0.0
20190924:2130,0.0,0.0,-2.81,25.38,3.38,0.0
20190924:2230,70.34,118.85,11.93,25.42,3.31,0.0
20190924:2330,231.21,307.55,26.62,26.09,3.1,0.0
20190925:0030,442.98,567.95,41.21,27.26,3.66,0.0
20190925:0130,603.92,784.25,55.52,28.34,3.79,0.0
20190925:0230,661.92,871.05,69.0,29.22,3.72,0.0
20190925:0330,699.25,928.4,78.22,29.87,3.72,0.0
20190925:0430,630.82,831.6,73.23,30.27,3.79,0.0
20190925:0530,588.86,769.8,60.52,30.4,3.93,0.0
20190925:0630,468.33,607.05,46.4,30.48,4.07,0.0
20190925:0730,329.19,431.35,31.89,30.09,4.55,0.0
20190925:0830,134.78,203.6,17.23,29.64,4.34,0.0
20190925:0930,3.11,25.32,2.51,28.94,3.79,0.0
20190925:1030,0.0,0.0,0.0,28.06,3.72,0.0
20190925:1130,0.0,0.0,0.0,27.46,3.86,0.0
20190925:1230,0.0,0.0,0.0,26.94,3.79,0.0
20190925:1330,0.0,0.0,0.0,26.59,3.59,0.0
20190925:1430,0.0,0.0,0.0,26.24,3.52,0.0
20190925:1530,0.0,0.0,0.0,26.04,3.38,0.0
20190925:1630,0.0,0.0,0.0,25.75,3.38,0.0
20190925:1730,0.0,0.0,0.0,25.53,3.24,0.0
20190925:1830,0.0,0.0,0.0,25.32,3.03,0.0
20190925:1930,0.0,0.0,0.0,25.37,3.17,0.0
20190925:2030,0.0,0.0,0.0,25.25,3.45,0.0
20190925:2130,0.0,0.0,-2.79,25.15,3.59,0.0
20190925:2230,73.2,124.25,11.94,25.15,3.38,0.0
20190925:2330,249.24,329.5,26.63,25.73,3.31,0.0
20190926:0030,431.71,550.1,41.19,26.76,4.14,0.0
20190926:0130,510.36,654.05,55.47,27.75,4.14,0.0
20190926:0230,672.53,884.0,68.85,28.32,3.66,0.0
20190926:0330,510.07,661.8,77.86,29.02,3.45,0.0
20190926:0430,633.79,830.3,72.9,28.4,3.45,0.0
20190926:0530,469.87,612.7,60.29,29.1,2.48,0.0
20190926:0630,421.41,549.65,46.2,29.4,2.34,0.0
20190926:0730,273.11,363.2,31.71,29.69,2.14,0.0
20190926:0830,75.29,118.8,17.06,29.0,1.59,0.0
20190926:0930,2.56,16.56,2.35,28.52,1.1,0.0
20190926:1030,0.0,0.0,0.0,28.17,1.24,0.0
20190926:1130,0.0,0.0,0.0,27.29,1.38,0.0
20190926:1230,0.0,0.0,0.0,26.46,1.38,0.0
20190926:1330,0.0,0.0,0.0,26.19,1.17,0.0
20190926:1430,0.0,0.0,0.0,25.87,1.24,0.0
20190926:1530,0.0,0.0,0.0,25.61,1.31,0.0
20190926:1630,0.0,0.0,0.0,25.24,1.45,0.0
20190926:1730,0.0,0.0,0.0,25.15,1.72,0.0
20190926:1830,0.0,0.0,0.0,25.23,2.0,0.0
20190926:1930,0.0,0.0,0.0,25.1,2.62,0.0
20190926:2030,0.0,0.0,0.0,25.02,2.55,0.0
20190926:2130,0.0,0.0,-2.78,24.96,2.07,0.0
20190926:2230,69.71,120.85,11.95,24.87,1.72,0.0
20190926:2330,264.17,352.25,26.63,26.0,1.66,0.0
20190927:0030,457.88,597.65,41.17,27.1,1.66,0.0
20190927:0130,555.97,736.7,55.41,28.07,1.59,0.0
20190927:0230,653.21,888.45,68.7,28.95,1.38,0.0
20190927:0330,637.49,872.05,77.5,29.6,1.17,0.0
20190927:0430,647.26,882.85,72.56,29.88,1.45,0.0
20190927:0530,564.75,761.2,60.04,30.11,1.24,0.0
20190927:0630,422.02,560.7,46.01,30.32,1.1,0.0
20190927:0730,275.28,367.5,31.54,29.42,1.38,0.0
20190927:0830,63.68,104.8,16.9,28.61,1.79,0.0
20190927:0930,2.04,10.85,2.19,27.75,0.83,0.0
20190927:1030,0.0,0.0,0.0,27.54,0.41,0.0
20190927:1130,0.0,0.0,0.0,27.44,0.21,0.0
20190927:1230,0.0,0.0,0.0,27.43,0.48,0.0
20190927:1330,0.0,0.0,0.0,27.36,0.55,0.0
20190927:1430,0.0,0.0,0.0,27.29,0.48,0.0
20190927:1530,0.0,0.0,0.0,27.17,0.55,0.0
20190927:1630,0.0,0.0,0.0,26.5,0.28,0.0
20190927:1730,0.0,0.0,0.0,26.42,0.62,0.0
20190927:1830,0.0,0.0,0.0,25.73,0.83,0.0
20190927:1930,0.0,0.0,0.0,25.44,0.76,0.0
20190927:2030,0.0,0.0,0.0,25.1,0.76,0.0
20190927:2130,0.0,0.0,-2.76,25.03,0.69,0.0
20190927:2230,45.32,78.1,11.96,25.32,0.41,0.0
20190927:2330,193.42,262.0,26.63,25.67,0.41,0.0
20190928:0030,350.49,459.35,41.15,26.67,0.62,0.0
20190928:0130,459.33,606.6,55.35,27.69,0.83,0.0
20190928:0230,587.57,793.0,68.54,28.41,1.03,0.0
20190928:0330,619.7,835.0,77.13,29.04,1.59,0.0
20190928:0430,552.02,735.35,72.22,29.3,1.72,0.0
20190928:0530,437.97,574.75,59.8,29.19,1.86,0.0
20190928:0630,352.43,457.3,45.81,29.28,2.9,0.0
20190928:0730,223.43,298.55,31.36,29.21,2.69,0.0
20190928:0830,74.11,114.4,16.73,27.9,2.76,0.0
20190928:0930,3.19,13.15,2.03,27.45,1.38,0.0
20190928:1030,0.0,0.0,0.0,26.69,1.1,0.0
20190928:1130,0.0,0.0,0.0,26.54,1.86,0.0
20190928:1230,0.0,0.0,0.0,26.4,2.76,0.0
20190928:1330,0.0,0.0,0.0,26.37,2.69,0.0
20190928:1430,0.0,0.0,0.0,26.35,2.69,0.0
20190928:1530,0.0,0.0,0.0,26.27,2.97,0.0
20190928:1630,0.0,0.0,0.0,26.05,2.97,0.0
20190928:1730,0.0,0.0,0.0,25.85,2.97,0.0
20190928:1830,0.0,0.0,0.0,25.9,3.03,0.0
20190928:1930,0.0,0.0,0.0,25.56,3.38,0.0
20190928:2030,0.0,0.0,0.0,25.55,3.17,0.0
20190928:2130,0.0,0.0,-2.75,25.43,2.9,0.0
20190928:2230,76.07,130.65,11.97,25.47,2.76,0.0
20190928:2330,240.15,318.7,26.63,26.32,3.52,0.0
20190929:0030,385.83,492.2,41.12,26.98,4.14,0.0
20190929:0130,456.59,583.95,55.28,27.52,4.41,0.0
20190929:0230,497.16,639.35,68.37,28.02,4.28,0.0
20190929:0330,508.03,657.15,76.77,28.62,4.41,0.0
20190929:0430,552.58,715.9,71.88,29.06,4.69,0.0
20190929:0530,513.75,662.85,59.56,29.18,4.83,0.0
20190929:0630,406.24,524.35,45.61,29.37,4.83,0.0
20190929:0730,295.11,386.9,31.18,29.09,4.62,0.0
20190929:0830,114.55,174.55,16.57,28.71,4.62,0.0
20190929:0930,3.93,14.6,1.87,28.26,3.52,0.0
20190929:1030,0.0,0.0,0.0,27.7,2.9,0.0
20190929:1130,0.0,0.0,0.0,27.23,2.9,0.0
20190929:1230,0.0,0.0,0.0,26.92,2.9,0.0
20190929:1330,0.0,0.0,0.0,26.68,2.97,0.0
20190929:1430,0.0,0.0,0.0,26.39,3.17,0.0
20190929:1530,0.0,0.0,0.0,26.36,3.1,0.0
20190929:1630,0.0,0.0,0.0,26.29,3.03,0.0
20190929:1730,0.0,0.0,0.0,26.1,3.1,0.0
20190929:1830,0.0,0.0,0.0,26.05,3.17,0.0
20190929:1930,0.0,0.0,0.0,25.97,3.38,0.0
20190929:2030,0.0,0.0,0.0,26.09,3.31,0.0
20190929:2130,0.0,0.0,-2.74,26.11,3.24,0.0
20190929:2230,48.77,82.9,11.98,26.17,3.17,0.0
20190929:2330,199.03,266.8,26.62,26.5,3.31,0.0
20190930:0030,324.36,416.65,41.09,27.18,3.66,0.0
20190930:0130,557.32,720.85,55.2,27.93,3.72,0.0
20190930:0230,606.71,793.8,68.2,28.73,4.0,0.0
20190930:0330,587.91,766.95,76.4,29.29,4.41,0.0
20190930:0430,503.67,651.6,71.54,29.57,4.76,0.0
20190930:0530,467.93,604.8,59.31,29.51,4.83,0.0
20190930:0630,344.13,444.95,45.41,29.49,4.83,0.0
20190930:0730,173.71,235.8,31.01,29.36,3.86,0.0
20190930:0830,61.86,96.5,16.41,28.12,3.03,0.0
20190930:0930,1.69,10.1,1.72,28.01,2.34,0.0
20190930:1030,0.0,0.0,0.0,27.64,2.21,0.0
20190930:1130,0.0,0.0,0.0,27.25,1.72,0.0
20190930:1230,0.0,0.0,0.0,26.89,1.17,0.0
20190930:1330,0.0,0.0,0.0,27.42,0.97,0.0
20190930:1430,0.0,0.0,0.0,26.61,1.1,0.0
20190930:1530,0.0,0.0,0.0,25.35,1.66,0.0
20190930:1630,0.0,0.0,0.0,25.3,1.93,0.0
20190930:1730,0.0,0.0,0.0,25.29,2.14,0.0
20190930:1830,0.0,0.0,0.0,25.3,2.07,0.0
20190930:1930,0.0,0.0,0.0,25.3,1.66,0.0
20190930:2030,0.0,0.0,0.0,25.03,1.52,0.0
20190930:2130,0.0,0.0,-2.73,24.74,1.59,0.0
20190930:2230,75.37,127.3,11.98,24.93,1.45,0.0
20190930:2330,250.84,336.35,26.62,26.86,1.45,0.0
20191001:0030,411.29,536.8,41.06,27.52,1.66,0.0
20191001:0130,512.72,672.35,55.12,28.19,2.0,0.0
20191001:0230,543.3,716.55,68.02,28.6,1.86,0.0
20191001:0330,580.25,771.4,76.03,28.9,2.07,0.0
20191001:0430,492.15,649.5,71.2,29.01,2.14,0.0
20191001:0530,445.96,581.5,59.06,27.89,2.21,0.0
20191001:0630,254.48,335.85,45.21,28.47,2.07,0.0
20191001:0730,124.69,174.9,30.83,28.6,2.28,0.0
20191001:0830,62.89,99.45,16.25,28.3,1.38,0.0
20191001:0930,2.06,10.9,1.56,27.85,1.1,0.0
20191001:1030,0.0,0.0,0.0,26.23,2.0,0.0
20191001:1130,0.0,0.0,0.0,25.81,1.24,0.0
20191001:1230,0.0,0.0,0.0,25.4,1.17,0.0
20191001:1330,0.0,0.0,0.0,25.1,1.1,0.0
20191001:1430,0.0,0.0,0.0,24.88,1.1,0.0
20191001:1530,0.0,0.0,0.0,25.39,0.83,0.0
20191001:1630,0.0,0.0,0.0,25.55,0.55,0.0
20191001:1730,0.0,0.0,0.0,25.13,0.69,0.0
20191001:1830,0.0,0.0,0.0,25.25,0.41,0.0
20191001:1930,0.0,0.0,0.0,24.97,0.9,0.0
20191001:2030,0.0,0.0,0.0,25.34,0.34,0.0
20191001:2130,0.0,0.0,-2.72,25.48,0.41,0.0
20191001:2230,69.53,113.95,11.98,24.41,0.9,0.0
20191001:2330,244.03,326.65,26.61,25.79,0.97,0.0
20191002:0030,414.5,540.4,41.02,26.64,1.31,0.0
20191002:0130,483.47,633.95,55.04,27.64,1.79,0.0
20191002:0230,480.01,642.35,67.84,28.0,0.69,0.0
20191002:0330,453.24,605.9,75.66,28.33,0.9,0.0
20191002:0430,419.53,553.8,70.86,28.42,1.17,0.0
20191002:0530,261.41,342.65,58.81,27.78,1.31,0.0
20191002:0630,165.02,223.7,45.0,27.36,1.45,0.0
20191002:0730,146.94,201.8,30.66,27.58,2.07,0.0
20191002:0830,44.88,73.9,16.09,27.59,1.38,0.0
20191002:0930,2.26,11.3,1.41,27.24,0.14,0.0
20191002:1030,0.0,0.0,0.0,26.77,1.17,0.0
20191002:1130,0.0,0.0,0.0,25.93,1.31,0.0
20191002:1230,0.0,0.0,0.0,25.44,1.45,0.0
20191002:1330,0.0,0.0,0.0,25.19,1.38,0.0
20191002:1430,0.0,0.0,0.0,25.03,1.45,0.0
20191002:1530,0.0,0.0,0.0,25.7,1.66,0.0
20191002:1630,0.0,0.0,0.0,25.0,1.24,0.0
20191002:1730,0.0,0.0,0.0,25.41,0.83,0.0
20191002:1830,0.0,0.0,0.0,25.21,0.9,0.0
20191002:1930,0.0,0.0,0.0,23.92,1.52,0.0
20191002:2030,0.0,0.0,0.0,23.95,1.59,0.0
20191002:2130,0.0,0.0,-2.71,23.84,1.59,0.0
20191002:2230,64.7,107.95,11.99,23.94,1.59,0.0
20191002:2330,236.02,314.5,26.59,25.56,1.59,0.0
20191003:0030,411.85,534.3,40.98,26.42,1.79,0.0
20191003:0130,557.98,734.8,54.95,27.47,1.79,0.0
20191003:0230,555.47,734.55,67.65,28.41,1.72,0.0
20191003:0330,660.81,896.7,75.28,28.84,1.59,0.0
20191003:0430,650.03,882.65,70.52,29.44,1.59,0.0
20191003:0530,505.98,672.75,58.56,29.82,1.52,0.0
20191003:0630,342.49,448.45,44.8,29.66,1.79,0.0
20191003:0730,206.14,277.65,30.48,28.56,1.31,0.0
20191003:0830,79.39,124.8,15.93,27.41,1.45,0.0
20191003:0930,2.19,11.15,1.26,27.39,1.31,0.0
20191003:1030,0.0,0.0,0.0,26.8,1.03,0.0
20191003:1130,0.0,0.0,0.0,26.11,1.17,0.0
20191003:1230,0.0,0.0,0.0,25.71,1.31,0.0
20191003:1330,0.0,0.0,0.0,25.25,1.24,0.0
20191003:1430,0.0,0.0,0.0,26.23,0.76,0.0
20191003:1530,0.0,0.0,0.0,26.35,0.41,0.0
20191003:1630,0.0,0.0,0.0,25.9,0.83,0.0
20191003:1730,0.0,0.0,0.0,24.24,1.24,0.0
20191003:1830,0.0,0.0,0.0,24.02,1.38,0.0
20191003:1930,0.0,0.0,0.0,24.35,2.07,0.0
20191003:2030,0.0,0.0,0.0,24.17,2.07,0.0
20191003:2130,0.0,0.0,-2.7,23.92,1.79,0.0
20191003:2230,63.89,110.95,11.98,23.74,1.52,0.0
20191003:2330,249.83,333.75,26.58,25.35,1.03,0.0
20191004:0030,389.61,509.4,40.93,26.39,0.83,0.0
20191004:0130,479.75,636.75,54.86,27.25,0.69,0.0
20191004:0230,519.29,699.4,67.45,27.96,0.62,0.0
20191004:0330,616.99,844.65,74.91,28.46,0.62,0.0
20191004:0430,584.33,799.6,70.18,29.0,0.48,0.0
20191004:0530,525.56,705.35,58.31,29.39,0.9,0.0
20191004:0630,333.96,437.35,44.6,29.27,1.45,0.0
20191004:0730,286.3,378.3,30.31,28.52,2.69,0.0
20191004:0830,106.94,165.95,15.77,28.6,2.76,0.0
20191004:0930,0.9,8.3,1.11,28.32,1.66,0.0
20191004:1030,0.0,0.0,0.0,27.7,1.59,0.0
